Date,Name,Direction,Tonnage,Type
,Otter,Outbound,144.00,Steamer
,Ariana,Outbound,266.38,Bark
,Virginia,Outbound,210.32,Brig
,Alice,Outbound,45.00,Schooner
,Otter,Outbound,144.00,Steamer
,William Allen,Outbound,101.08,Schooner
,Alice,Outbound,45.00,Schooner
,Louika,Outbound,282.00,Bark
,H. C. Page,Outbound,42.74,Schooner
,Carib,Outbound,205.08,Bark
,R. B. Potter,Outbound,70.96,Schooner
,Lucas,Outbound,,Ship
,Helen,Outbound,5.00,Sloop
,Senator,Outbound,377.00,Bark
,Kaluna,Outbound,149.68,Schooner
,Nile,Outbound,320.00,Ship
,Helen,Outbound,6.08,Sloop
,H. C. Page,Outbound,42.07,Schooner
,Larquena,Outbound,210.32,
,Helen,Outbound,6.06,Sloop
1854-10-02,Louika,Outbound,282.00,Bark
1854-10-03,Helen,Outbound,6.06,Sloop
1854-10-03,R. B. Potter,Outbound,70.00,
1854-09-29,Kaluna,Outbound,,Schooner
1854-09-30,Major Tompkins,Outbound,151.00,Steamer
1854-09-29,St. Lawrence,Outbound,523.20,Ship
1854-09-28,Harriet Thompson,Outbound,238.48,
1854-11-09,Francisco,Outbound,172.86,Brig
1854-11-07,Carbon,Outbound,299.32,
1854-10-06,Prince Albert,Outbound,347.00,Bark
1854-10-05,Major Tompkins,Outbound,151.00,Steamer
1854-10-11,Major Tompkins,Outbound,151.00,Steamer
1854-10-21,Major Tompkins,Outbound,151.00,Steamer
1854-10-24,Helen,Outbound,6.06,Sloop
1854-11-11,St. Lawrence,Outbound,523.20,Ship
1854-10-28,Major Tompkins,Outbound,151.00,Steamer
1854-12-02,Mason,Outbound,293.32,Ship
1854-11-02,Major Tompkins,Outbound,151.00,Steamer
1854-11-15,Major Tompkins,Outbound,151.00,Steamer
1854-11-21,Major Tompkins,Outbound,151.00,Steamer
1854-12-11,Cyrus,Outbound,213.73,Brig
1854-12-11,Rio Grande,Outbound,287.42,Bark
1854-12-18,Major Tompkins,Outbound,151.00,Steamer
1854-12-20,San Diego,Outbound,55.96,Schooner
,Louika,Outbound,282.00,Bark
,Major Tompkins,Outbound,,Steamer
,Nile,Outbound,321.00,Ship
,John N. Gossler,Outbound,,Ship
1855-01-01,Major Tompkins,Outbound,157.00,Steamer
1855-01-05,H. C. Page,Outbound,42.00,Schooner
1855-01-06,Major Tompkins,Outbound,157.00,Steamer
1855-01-12,H. C. Page,Outbound,42.00,Schooner
,,Outbound,,
1853-10-15,Anson,Outbound,324.51,Ship
,Alice,Outbound,45.00,Schooner
1853-10-20,Cynosure,Outbound,94.24,Schooner
,Tarquina,Outbound,210.84,Brig
,Cyrus,Outbound,,Brig
1853-11-23,Otter,Outbound,144.00,Steamer
,Ariana,Outbound,266.38,Bark
1853-12-04,Honolulu Packet,Outbound,72.57,Schooner
1853-12-24,Lucas,Outbound,337.00,Ship
,Otter,Outbound,144.00,Steamer
1854-8-,Maid of Jelpha,Outbound,189.00,Brig
,Alice,Outbound,48.00,Schooner
,Elisa Harbeck,Outbound,349.64,Bark
1854-01-16,Alice,Outbound,48.00,Schooner
1854-01-26,Otter,Outbound,144.00,Steamer
,Allen,Outbound,150.00,Schooner
,Ariana,Outbound,266.38,Bark
,Alice,Outbound,48.00,Schooner
,Otter,Outbound,144.00,Steamer
1854-04-10,Ariana,Outbound,266.38,Bark
1854-04-20,Louika,Outbound,282.00,Bark
,Alice,Outbound,48.00,Schooner
,Nile,Outbound,320.00,Ship
,Sarah Stone,Outbound,,Sloop
,Helen,Outbound,5.00,Sloop
1854-07-20,Senator,Outbound,277.00,Bark
1854-07-24,H. C. Page,Outbound,42.74,Schooner
,Julia Ann,Outbound,372.92,Bark
,Helen,Outbound,5.00,Sloop
1854-08-12,Tarquina,Outbound,210.00,Brig
1854-09-14,Nile,Outbound,329.00,Ship
1854-08-20,J. B. Brown,Outbound,175.00,Brig
1854-10-02,Louika,Outbound,282.00,Bark
1854-10-03,Helen,Outbound,6.06,Sloop
1854-10-03,R. B. Potter,Outbound,70.00,Schooner
1854-10-20,J. B. Brown,Outbound,175.00,Brig
1854-09-11,H. C. Page,Outbound,,Schooner
1854-09-10,Kaluna,Outbound,,Schooner
1854-09-30,Major Tompkins,Outbound,107.00,Steamer
1854-09-29,Ella Frances,Outbound,322.00,Bark
1854-09-29,Harriet Thompson,Outbound,238.00,
1854-09-29,Francisco,Outbound,172.00,Brig
1854-11-07,Carbon,Outbound,299.32,Brig
1854-10-20,Prince Albert,Outbound,347.00,Bark
1854-10-06,Major Tompkins,Outbound,151.00,Steamer
,Rio Grande,Outbound,287.00,Bark
,Francisco,Outbound,172.00,Brig
1854-10-12,Major Tompkins,Outbound,157.00,Steamer
1854--,Francisco,Outbound,172.00,Brig
1854-10-20,Major Tompkins,Outbound,157.00,Steamer
1854-10-23,Rio Grande,Outbound,284.00,Bark
1854-10-24,Helen,Outbound,495.00,Sloop
1854-11-11,St. Lawrence,Outbound,523.20,Ship
1854-10-28,Major Tompkins,Outbound,157.00,Steamer
1854-12-02,Mason,Outbound,293.32,Ship
,Major Tompkins,Outbound,107.00,Steamer
,Major Tompkins,Outbound,107.00,Steamer
1854-11-21,Major Tompkins,Outbound,107.00,Steamer
1854-11-24,Cyrus,Outbound,213.00,Brig
1854-12-06,Major Tompkins,Outbound,151.00,Steamer
1854-12-07,Live Yankee,Outbound,,Bark
1854-12-08,Major Tompkins,Outbound,151.00,Steamer
1854-12-11,Rio Grande,Outbound,287.00,Bark
1854-12-11,Cyrus,Outbound,213.00,Brig
1854-12-18,Major Tompkins,Outbound,151.00,Steamer
1854-12-19,Major Tompkins,Outbound,151.00,Steamer
1854-12-20,San Diego,Outbound,55.00,Schooner
1854-12-24,Louika,Outbound,282.00,Bark
1854-12-26,Major Tompkins,Outbound,151.00,Steamer
1854-12-30,Nile,Outbound,321.00,Ship
1855-01-12,John N. Gossler,Outbound,504.00,Ship
1855-01-01,Major Tompkins,Outbound,151.00,Steamer
1855-01-05,H. C. Page,Outbound,42.00,Schooner
1855-01-06,Major Tompkins,Outbound,151.00,Steamer
1855-01-12,H. C. Page,Outbound,42.00,Schooner
1855-01-19,Cyrus,Outbound,213.73,Brig
1855-01-19,San Diego,Outbound,55.96,Schooner
1855-01-22,Live Yankee,Outbound,427.89,Bark
1855-01-25,H. C. Page,Outbound,42.00,Schooner
1855-02-04,Major Tompkins,Outbound,151.00,Steamer
1855-02-06,Major Tompkins,Outbound,151.00,Steamer
1855-02-06,Erlian,Outbound,197.00,Brig
1855-02-08,Sarah McFarlane,Outbound,142.00,Brig
1855-02-10,Major Tompkins,Outbound,151.00,Steamer
1855-02-12,H. C. Page,Outbound,42.00,Schooner
1855-02-16,George Emory,Outbound,180.00,Brig
1855-02-20,Kaluna,Outbound,249.69,Schooner
1855-02-20,Louika,Outbound,280.00,Bark
1855-02-20,Nile,Outbound,321.00,Ship
1855-02-21,Beaver,Outbound,207.00,Steamer
1855-02-22,Russell,Outbound,301.47,Bark
1855-03-03,H. C. Page,Outbound,42.00,Schooner
1855-03-08,Erlian,Outbound,197.00,Brig
1855-03-07,John,Outbound,5.89,Schooner
1855-03-14,Daniel Webster,Outbound,25.89,Steamer
1855-03-15,Mary Reed,Outbound,102.00,Schooner
1855-03-15,John N. Gossler,Outbound,51.00,Ship
1855-03-19,Russell,Outbound,301.47,Bark
1855-03-22,H. C. Page,Outbound,42.00,Schooner
1855-03-24,John,Outbound,6.00,Schooner
1855-04-04,H. C. Page,Outbound,42.00,Schooner
1855-4-,Mary Reed,Outbound,102.00,Schooner
1855-04-11,San Diego,Outbound,55.96,Schooner
1855-04-11,John,Outbound,7.00,Schooner
1855-04-11,A. Y. Trask,Outbound,22.00,Schooner
1855-04-12,Rose,Outbound,200.00,Brig
1855-04-16,L. P. Foster,Outbound,193.55,Schooner
1855-04-25,John,Outbound,8.00,Schooner
1855-04-28,L. P. Foster,Outbound,193.55,Schooner
1855-04-30,Cyrus,Outbound,213.73,Brig
1855-05-02,Samuel Merritt,Outbound,333.71,Bark
1855-05-04,H. C. Page,Outbound,42.00,Schooner
1855-05-05,John,Outbound,8.00,Schooner
1855-05-08,Chalcedoney,Outbound,201.00,Bark
1855-05-12,Madonna,Outbound,260.03,Bark
1855-05-13,Clariff,Outbound,205.00,Bark
1855-05-13,Rose,Outbound,175.00,Brig
1855-05-14,John,Outbound,8.00,Schooner
1855-05-15,Kaluna,Outbound,150.00,Schooner
1855-05-28,A. Y. Trask,Outbound,23.00,Schooner
1855-05-14,R. B. Potter,Outbound,70.96,Schooner
1855-05-21,John,Outbound,8.00,Schooner
1855-05-21,Emilie Parker,Outbound,16.25,Schooner
1855-05-21,San Diego,Outbound,55.00,Schooner
1855-05-21,Otter,Outbound,140.46,Steamer
1855-05-24,Otter,Outbound,140.46,Steamer
1855-05-26,Kaluna,Outbound,150.00,Schooner
1855-05-29,Jane,Outbound,168.64,Brig
1855-06-02,Louika,Outbound,275.00,Bark
1855-06-02,Emilie Parker,Outbound,16.00,Schooner
1855-06-05,Samuel Merritt,Outbound,333.71,Bark
1855-06-03,Juana Guzman,Outbound,472.00,Ship
1855-06-05,Water Lily,Outbound,14.00,Steamer
1855-06-06,John,Outbound,8.00,Schooner
1855-06-12,Mary Reed,Outbound,103.00,Schooner
1855-06-14,Consort,Outbound,225.00,Brig
1855-06-14,Sarah Warren,Outbound,188.00,Bark
1855-6-,Grecian,Outbound,22.12,Brig
1855-6-,Otter,Outbound,144.00,Steamer
1855-06-17,Water Lily,Outbound,14.00,Steamer
1855-06-18,Jane,Outbound,168.03,Brig
1855-06-19,George Emerson,Outbound,180.00,Brig
1855-06-19,H. C. Page,Outbound,42.00,Schooner
1855-06-19,R. B. Potter,Outbound,70.96,
1855-6-,Cyrus,Outbound,213.73,Brig
1855-06-20,John,Outbound,8.00,Schooner
1855-06-22,Otter,Outbound,144.00,Steamer
1855-06-25,H. C. Page,Outbound,42.00,Schooner
1855-06-28,Mary Reed,Outbound,102.00,Schooner
1855-06-28,A. Y. Trask,Outbound,22.00,Schooner
1855-06-29,Brontes,Outbound,250.00,Bark
1855-07-01,Race Hound,Outbound,499.00,Ship
1855-07-02,L. P. Foster,Outbound,193.62,Schooner
1855-07-02,Louika,Outbound,275.00,Bark
1855-07-02,Chalcedoney,Outbound,201.00,Bark
1855-07-05,Willamantie,Outbound,171.00,Schooner
1855-07-07,Ella Frances,Outbound,228.97,Bark
1855-07-12,Coagano,Outbound,199.00,Brig
1855-07-12,R. B. Potter,Outbound,70.96,Schooner
1855-07-12,Madonna,Outbound,260.00,Bark
1855-07-16,L. P. Foster,Outbound,193.55,Schooner
1855-07-16,H. C. Page,Outbound,42.00,Schooner
1855-07-16,Ella Frances,Outbound,328.00,Bark
1855-07-18,Grecian,Outbound,229.00,Brig
1855-07-24,Brontes,Outbound,250.00,Bark
1855-07-31,John,Outbound,8.00,Schooner
1855-07-31,John,Outbound,8.00,Schooner
1855-08-02,Juana Guzman,Outbound,472.00,Ship
1855-08-06,H. C. Page,Outbound,42.00,Schooner
1855-08-04,A. Y. Trask,Outbound,22.00,Schooner
1855-08-09,Kaluna,Outbound,150.00,Schooner
1855-08-09,G. W. Kendall,Outbound,182.00,Brig
1855-08-09,J. B. Brown,Outbound,173.00,Brig
1855-08-10,A. A. Eldridge,Outbound,249.00,Bark
1855-08-13,John,Outbound,8.00,Schooner
1855-08-13,A. Y. Trask,Outbound,22.00,Schooner
1855-08-11,R. B. Potter,Outbound,71.00,Schooner
1855-08-16,Rob Roy,Outbound,44.00,Sloop
1855-08-18,A. A. Eldridge,Outbound,249.00,Bark
1855-08-21,Race Hound,Outbound,499.00,Ship
1855-08-22,Kaluna,Outbound,149.00,Schooner
1855-08-22,S. J. Joseph,Outbound,647.00,Ship
1855-08-30,Hodgden,Outbound,199.00,Brig
1855-08-29,Swiss Boy,Outbound,264.31,Brig
1855-08-30,Cyrus,Outbound,213.65,Brig
1855-08-30,Louisiana,Outbound,284.98,Bark
1855-08-31,Glencoe,Outbound,222.00,Brig
1855-09-04,Nahumkeag,Outbound,290.00,Bark
1855-09-07,John,Outbound,8.00,Schooner
1855-09-08,L. P. Foster,Outbound,193.00,Schooner
1855-9-,Leonesa,Outbound,183.00,Brig
1855-9-,G. W. Kendall,Outbound,182.84,Brig
1855-9-,Emilie Parker,Outbound,16.25,Schooner
1855-09-15,Otter,Outbound,140.00,Steamer
1855-09-17,A. Y. Trask,Outbound,22.89,Schooner
1855-10-17,Nahumkeag,Outbound,290.00,Bark
1855-10-20,R. B. Potter,Outbound,71.00,Schooner
1855-10-20,Otter,Outbound,140.00,Steamer
1855-10-20,Chalcedoney,Outbound,207.00,Bark
1855-10-22,Live Yankee,Outbound,427.87,Bark
1855-10-22,A. Y. Trask,Outbound,22.89,Schooner
1855-10-22,Emilie Parker,Outbound,14.25,Schooner
1855-10-25,L. P. Foster,Outbound,193.00,Schooner
1855-10-25,Leonesa,Outbound,183.52,Bark
1855-10-03,R. B. Potter,Outbound,71.00,Schooner
1855-10-01,Ariana,Outbound,614.93,Bark
1855-10-05,Lizzie Jarvis,Outbound,500.00,Ship
--,,Outbound,,
1855-10-08,S. J. Joseph,Outbound,647.00,Ship
1855-10-08,Tarquina,Outbound,210.41,Brig
1855-10-11,Emilie Parker,Outbound,16.25,Schooner
1855-10-12,Brontes,Outbound,250.00,Bark
1855-10-14,Ella Frances,Outbound,328.00,Bark
1855-10-16,Consort,Outbound,225.02,Brig
1855-10-16,Willamantie,Outbound,171.07,Schooner
1855-10-16,Chalcedoney,Outbound,201.00,Bark
1855-10-17,Emilie Parker,Outbound,16.25,Schooner
1855-10-21,Kaluna,Outbound,149.00,Schooner
1855-10-29,Sarah Stone,Outbound,7.00,Sloop
1855-10-30,Emilie Parker,Outbound,16.25,Schooner
1855-11-02,San Diego,Outbound,,Schooner
1855-11-05,Louisiana,Outbound,248.00,Schooner
1855-11-05,Kaluna,Outbound,149.00,Schooner
1855-11-05,Rob Roy,Outbound,43.00,
1855-11-06,Ella Frances,Outbound,328.00,Bark
1855-11-06,Tarquina,Outbound,210.32,Brig
1855-11-06,Emilie Parker,Outbound,16.00,Schooner
1855-11-09,Live Yankee,Outbound,428.09,Bark
1855-11-10,Brontes,Outbound,250.00,Bark
1855-11-12,Merchantman,Outbound,234.00,Brig
1855-11-12,Eclipse,Outbound,10.63,Schooner
1855-11-16,L. P. Foster,Outbound,193.00,Schooner
1855-11-19,Otter,Outbound,144.00,Steamer
1855-11-21,Emilie Parker,Outbound,16.25,Schooner
1855-11-21,Swiss Boy,Outbound,264.31,Brig
1855-11-22,Rob Roy,Outbound,43.00,Sloop
1855-11-23,Eclipse,Outbound,10.63,Schooner
1855-11-24,Otter,Outbound,144.00,Steamer
1855-11-30,Lizzie Jarvis,Outbound,500.00,Ship
1855-12-01,Amador,Outbound,614.00,Bark
1855-12-02,Ella Frances,Outbound,328.00,Bark
1855-12-03,Emilie Parker,Outbound,16.25,Schooner
1855-12-10,Sarah Stone,Outbound,7.00,Sloop
1855-12-15,San Diego,Outbound,55.75,Schooner
1855-12-18,Willamantie,Outbound,171.00,Brig
1855-12-19,L. P. Foster,Outbound,193.00,Schooner
1855-12-21,Sarah Stone,Outbound,7.00,Sloop
1855-12-22,Emilie Parker,Outbound,16.25,Schooner
1855-12-28,Beaver,Outbound,109.00,Steamer
1856-01-01,Sarah Stone,Outbound,7.00,Sloop
1856-01-07,Swiss Boy,Outbound,204.31,Brig
1856-01-09,Jenny Ford,Outbound,397.32,Bark
1856-01-11,Beaver,Outbound,109.00,Steamer
1856-01-15,Rob Roy,Outbound,43.00,Sloop
1856-01-21,Leonesa,Outbound,210.87,Bark
1856-01-26,Ork,Outbound,,Bark
1856-01-28,Carbon,Outbound,299.32,Bark
1856-01-28,Sarah Stone,Outbound,7.00,Sloop
1856-01-29,Rob Roy,Outbound,43.00,Sloop
1856-02-01,Jenny Ford,Outbound,397.32,Bark
1856-02-03,Merchantman,Outbound,234.00,Brig
1856-02-04,Emilie Parker,Outbound,16.25,Schooner
1856-02-11,John,Outbound,7.00,Schooner
1856-02-18,Emilie Parker,Outbound,16.25,Schooner
1856-02-18,Carbon,Outbound,299.32,Bark
1856-2-,Equator,Outbound,267.00,Bark
1856-03-07,John,Outbound,,Schooner
1856-03-11,Emilie Parker,Outbound,16.25,Schooner
1856-03-15,Equator,Outbound,267.00,Bark
1856-03-19,Senator,Outbound,277.00,Bark
1856-03-21,Emilie Parker,Outbound,16.00,Schooner
1856-03-22,L. P. Foster,Outbound,193.00,Schooner
1856-03-22,Leonesa,Outbound,196.00,Bark
1856-04-04,L. P. Foster,Outbound,193.00,Schooner
1856-04-07,S. J. Joseph,Outbound,437.00,Ship
1856-04-07,Glencoe,Outbound,222.69,Brig
1856-04-10,Emilie Parker,Outbound,16.00,Schooner
1856-04-11,Leonesa,Outbound,196.00,Bark
1856-04-23,Emilie Parker,Outbound,16.25,Schooner
1856-04-23,Helen,Outbound,12.00,
1856-04-25,Glencoe,Outbound,222.69,Brig
1856-04-28,San Diego,Outbound,55.00,Schooner
1856-04-28,San Diego,Outbound,55.00,Schooner
1856-05-02,Emilie Parker,Outbound,16.25,Schooner
1856-05-02,A. Y. Trask,Outbound,22.89,Schooner
1856-05-09,Helen,Outbound,12.00,Schooner
1856-05-09,A. Y. Trask,Outbound,22.89,Schooner
1856-05-12,John,Outbound,8.00,Schooner
1856-05-13,Herald,Outbound,262.00,Ship
1856-05-13,Florence Nightingale,Outbound,464.00,Ship
1856-05-13,John,Outbound,8.00,Schooner
1856-05-16,Senator,Outbound,277.00,Bark
1856-05-29,San Diego,Outbound,55.00,Schooner
1856-05-31,Sarah Anne,Outbound,437.00,Ship
1856-06-02,Leonesa,Outbound,196.00,Bark
1856-06-02,L. P. Foster,Outbound,193.00,Schooner
1856-06-03,Emilie Parker,Outbound,16.25,Schooner
1856-06-09,Herald,Outbound,262.00,Ship
1856-06-11,Ella Frances,Outbound,328.00,Bark
1856-06-11,Cynthia,Outbound,251.00,Bark
1856-06-13,Madonna,Outbound,260.00,Bark
1856-06-17,L. P. Foster,Outbound,193.00,Schooner
1856-06-18,Otter,Outbound,144.00,Steamer
1856-06-20,Glencoe,Outbound,222.69,Brig
1856-06-21,Emilie Parker,Outbound,16.25,Schooner
1856-06-21,Florence Nightingale,Outbound,464.00,Ship
1856-07-09,Helen,Outbound,11.00,Schooner
1856-07-02,Leonesa,Outbound,196.00,Bark
1856-07-24,Emilie Parker,Outbound,16.25,Schooner
1856-07-04,Glencoe,Outbound,222.69,Brig
1856-07-09,Helen,Outbound,12.00,Schooner
1856-07-17,San Diego,Outbound,55.00,Schooner
1856-07-17,San Diego,Outbound,55.00,Schooner
1856-07-24,Emilie Parker,Outbound,16.25,Schooner
1856-08-06,Cynthia,Outbound,251.00,Bark
1856-08-13,Emilie Parker,Outbound,16.29,Schooner
1856-08-13,L. P. Foster,Outbound,193.00,Schooner
1856-08-13,Emilie Parker,Outbound,16.25,Schooner
1856-08-15,Herald,Outbound,262.00,Bark
1856-09-05,Ella Frances,Outbound,328.00,Bark
1856-09-29,Coronal Picarte,Outbound,561.00,Ship
1856-08-25,Mary Dunn,Outbound,16.89,Schooner
1856-09-08,Emilie Parker,Outbound,16.25,Schooner
1856-11-26,Emma,Outbound,17.00,Schooner
1856-09-04,Mary Dunn,Outbound,16.89,Schooner
1856-09-05,Ella Frances,Outbound,328.00,Bark
1856-10-06,Leonesa,Outbound,196.00,Bark
1856-10-31,Carbon,Outbound,299.00,Bark
1856-09-06,Colonel Ebey,Outbound,22.89,Bark
1856-09-08,Emilie Parker,Outbound,16.25,Schooner
1856-09-13,Otter,Outbound,144.00,Steamer
1856-09-26,Glencoe,Outbound,222.69,Brig
1856-09-13,Otter,Outbound,144.00,Steamer
1856-09-15,Morning Star,Outbound,30.00,Schooner
1856-09-19,Morning Star,Outbound,30.00,Schooner
1856-11-03,San Diego,Outbound,55.96,Schooner
1856-10-03,Emilie Parker,Outbound,16.25,Schooner
1856-09-29,Colonel Ebey,Outbound,20.00,Ship
1856-11-26,Wilhelmsberg,Outbound,424.00,Ship
1856-09-26,Glencoe,Outbound,222.69,Brig
1856-10-15,L. P. Foster,Outbound,193.00,Schooner
1856-09-29,Coronal Picarte,Outbound,481.00,Ship
1856-09-29,Colonel Ebey,Outbound,22.00,Sloop
1856-10-03,Emilie Parker,Outbound,16.25,Schooner
1856-07-09,Helen,Outbound,11.00,Schooner
1856-07-24,Emilie Parker,Outbound,16.25,Schooner
1856-07-17,San Diego,Outbound,55.00,Schooner
1856-08-13,Emilie Parker,Outbound,16.25,Schooner
1856-09-05,Ella Frances,Outbound,328.00,Bark
1856-09-29,Coronal Picarte,Outbound,561.00,Ship
1856-09-08,Emilie Parker,Outbound,16.25,Schooner
1856-11-26,Emma,Outbound,17.00,Schooner
1856-10-06,Leonesa,Outbound,196.00,Bark
1856-10-31,Carbon,Outbound,299.00,Bark
1856-09-13,Otter,Outbound,144.00,Steamer
1856-09-26,Glencoe,Outbound,222.69,Brig
1856-11-03,San Diego,Outbound,55.00,Schooner
1856-10-03,Emilie Parker,Outbound,16.25,Schooner
1856-09-29,Colonel Ebey,Outbound,20.00,Sloop
1856-11-26,Wilhelmsberg,Outbound,424.00,Ship
1856-10-15,L. P. Foster,Outbound,198.00,Schooner
1856-11-13,Mathias Cousens,Outbound,500.00,Ship
1856-12-05,Mercedes Montes,Outbound,615.00,Bark
1856-11-18,Otter,Outbound,144.00,Steamer
1857-01-31,Lizzie Jarvis,Outbound,273.00,Ship
1857-01-09,William and Martha,Outbound,369.00,Bark
1856-11-31,I. I. Stevens,Outbound,23.13,Schooner
1856-12-06,Helen,Outbound,6.06,Schooner
1857-02-11,Leonesa,Outbound,196.00,Bark
1856-11-29,Frances,Outbound,216.00,Bark
1857-02-14,I. I. Stevens,Outbound,23.00,Schooner
1857-02-26,Pea,Outbound,700.00,Ship
1857-03-05,Pucena Guzman,Outbound,472.00,Ship
1856-12-30,John,Outbound,8.00,Schooner
1856-12-24,Live Yankee,Outbound,427.89,Bark
1857-01-09,Helen,Outbound,12.00,Schooner
1857-01-09,A. Y. Trask,Outbound,22.89,Schooner
1857-02-06,L. P. Foster,Outbound,193.55,Schooner
1857-03-16,Colgram,Outbound,623.20,Ship
1857-02-02,John,Outbound,8.00,Schooner
1857-04-08,G. W. Kendall,Outbound,180.84,Brig
1857-02-10,R. B. Potter,Outbound,70.75,Schooner
1857-03-05,Otter,Outbound,144.00,Steamer
1857-03-14,John,Outbound,8.00,Schooner
1857-03-21,Otter,Outbound,144.00,Steamer
1857-03-28,Otter,Outbound,144.00,Steamer
1857-04-04,Mary Dunn,Outbound,14.19,Schooner
1857-04-09,Otter,Outbound,144.00,Steamer
1857-04-10,Mary Dunn,Outbound,,Schooner
1857-04-16,Jenny Ford,Outbound,399.32,
1857-04-17,John,Outbound,6.00,Schooner
1857-05-02,Anadir,Outbound,614.19,Bark
1857-05-09,Mary Dunn,Outbound,16.19,Schooner
1857-05-07,Otter,Outbound,144.00,Steamer
1857-05-11,A. Y. Trask,Outbound,22.85,Schooner
1857-05-19,Otter,Outbound,144.00,Steamer
1857-05-19,Velez,Outbound,571.03,Ship
1857-05-22,Wild Pigeon,Outbound,18.51,Schooner
1857-05-27,L. P. Foster,Outbound,193.55,Schooner
1857-06-02,Wild Pigeon,Outbound,18.51,Schooner
1857-06-02,Mary Dunn,Outbound,16.19,Schooner
1857-06-06,A. Y. Trask,Outbound,22.85,Schooner
1857-06-11,Mary Dunn,Outbound,43.05,Schooner
1857-06-20,Mary Dunn,Outbound,161.08,Schooner
1857-06-20,Wild Pigeon,Outbound,184.08,Schooner
1857-06-23,Jane Catherine,Outbound,371.00,Ship
1857-06-23,Say/Tory,Outbound,451.00,Bark
1857-07-04,Jenny Ford,Outbound,397.32,Bark
1857-07-04,Otter,Outbound,144.00,Steamer
1857-07-04,Wild Pigeon,Outbound,18.51,Schooner
1857-07-13,Mary Dunn,Outbound,16.16,Schooner
1857-07-15,Leonesa,Outbound,230.43,Bark
1857-07-22,Mathias Cousens,Outbound,500.00,Ship
1857-07-27,Mary Ann,Outbound,43.05,Schooner
1857-07-31,Mary Dunn,Outbound,16.19,Schooner
1857-07-31,Wild Pigeon,Outbound,184.08,Schooner
1857-08-05,L. P. Foster,Outbound,193.55,Schooner
1857-08-12,Wild Pigeon,Outbound,18.51,Schooner
1857-08-12,Mary Dunn,Outbound,16.16,Schooner
1857-08-21,Hamilton,Outbound,438.22,Ship
1857-08-25,Mary Dunn,Outbound,16.19,Schooner
1857-08-26,Wild Pigeon,Outbound,18.51,Schooner
1857-08-26,A. Y. Trask,Outbound,22.89,Schooner
1857-08-31,Georgiana,Outbound,194.54,Bark
1857-09-02,Constitution,Outbound,530.32,Steamer
1857-09-02,William + Martha,Outbound,,
1857-09-13,Constitution,Outbound,530.32,Steamer
1857-09-17,H. C. Page,Outbound,42.00,Schooner
1857-09-24,Jose Gumarcery/Gumareenz,Outbound,277.00,Bark
1857-09-25,Wild Pigeon,Outbound,18.51,Schooner
1857-09-26,Adounee,Outbound,125.00,Brig
1857-09-28,Constitution,Outbound,530.32,Steamer
1857-10-03,Island Queen,Outbound,110.00,
1857-10-03,Jenny Ford,Outbound,397.32,Bark
1857-10-05,Eli Whitney,Outbound,532.53,Ship
1857-10-12,Constitution,Outbound,530.32,Steamer
1857-10-13,Wild Pigeon,Outbound,18.51,Schooner
1857-10-14,Island Queen,Outbound,110.00,
1857-10-14,Live Yankee,Outbound,427.89,Bark
1857-10-25,Constitution,Outbound,530.32,Steamer
1857-10-26,L. P. Foster,Outbound,193.55,Schooner
1857-10-31,Constitution,Outbound,530.32,Steamer
1857-11-02,Palmetta,Outbound,282.02,Bark
1857-11-03,Sea Nymph,Outbound,297.32,Bark
1857-11-03,A. Y. Trask,Outbound,22.89,Schooner
1857-11-12,Wild Pigeon,Outbound,18.51,Schooner
1857-11-14,Constitution,Outbound,530.32,Steamer
1857-11-28,Colonel Ebey,Outbound,20.00,Schooner
1857-12-01,Rob Roy,Outbound,43.51,Schooner
1857-12-04,Wild Pigeon,Outbound,18.51,Schooner
1857-12-04,Carbon,Outbound,,Bark
1857-12-14,Wild Pigeon,Outbound,18.51,Bark
1857-12-14,Sebastopol,Outbound,609.00,Bark
1857-12-14,Live Yankee,Outbound,428.87,Bark
1857-12-19,Jenny Ford,Outbound,397.32,Bark
1857-12-24,J. M. Ebey,Outbound,20.00,Schooner
1857-12-24,Wild Pigeon,Outbound,18.51,Schooner
1857-12-26,Mary Ann,Outbound,43.05,Schooner
1857-12-26,L. P. Foster,Outbound,193.55,Schooner
1857-12-31,Otter,Outbound,144.00,Steamer
1858-01-12,Wild Pigeon,Outbound,184.08,Schooner
1858-01-15,R. B. Potter,Outbound,70.36,Schooner
1858-01-22,Mary Ann,Outbound,43.05,Schooner
1858-01-27,Otter,Outbound,144.00,Steamer
1858-01-27,Alexander,Outbound,594.19,Ship
1858-01-27,Beaver,Outbound,103.00,Steamer
1858-02-17,Lizzie Jarvis,Outbound,273.00,Ship
1858-02-17,Gov Gen Duyman Wm Timber / Von Levitt,Outbound,400.00,Bark
1858-02-26,May Flower,Outbound,427.89,Bark
1858-02-28,Jenny Ford,Outbound,897.94,Bark
1858-03-06,Beaver,Outbound,109.00,Steamer
1858-03-06,R. B. Potter,Outbound,70.75,Schooner
1858-03-11,Mary Dunn,Outbound,16.19,Schooner
1858-03-13,Wild Pigeon,Outbound,18.51,Schooner
1858-03-17,John,Outbound,6.00,Schooner
1858-03-20,Spray,Outbound,285.00,Schooner
1858-03-20,L. P. Foster,Outbound,193.52,Schooner
1858-03-20,Sea Bird,Outbound,,Steamer
